00:00:00.001504 main     VirtualBox XPCOM Server 7.0.14 r161095 linux.amd64 (Jan 16 2024 21:13:22) release log
00:00:00.140591 nspr-2     server 1: 100.64.0.7
00:00:00.140594 nspr-2     domain: umbc.edu
00:00:00.140596 nspr-2     search string 1: umbc.edu
00:00:00.145444 nspr-2   VD: VDInit finished with VINF_SUCCESS
00:00:00.146080 nspr-2   ERROR [COM]: aRC=NS_ERROR_FAILURE (0x80004005) aIID={aac6c7cb-a371-4c58-ab51-0616896b2f2c} aComponent={SystemPropertiesWrap} aText={Cannot determine default Guest Additions ISO location. Most likely they are not available}, preserve=false aResultDetail=0
00:00:00.150442 nspr-2   Loading settings file "/home/neutron/VirtualBox VMs/base-arch/base-arch.vbox" with version "1.19-linux"
00:00:00.152427 nspr-2   Loading settings file "/home/neutron/VirtualBox VMs/install-test-1/install-test-1.vbox" with version "1.19-linux"
00:00:00.153782 nspr-2   VirtualBox: object created
00:00:00.562006 nspr-4   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is PoweredOff)}, preserve=false aResultDetail=0
00:00:02.658669 nspr-2   Launched VM: 3892318944 pid: 1627 (0x65b) frontend: GUI/Qt name: install-test-1
00:00:02.666850 nspr-5   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is PoweredOff)}, preserve=false aResultDetail=0
00:00:02.754159 nspr-8   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is PoweredOff)}, preserve=false aResultDetail=0
00:00:03.021864 nspr-6   Saving settings file "/home/neutron/.config/VirtualBox/VirtualBox.xml" with version "1.12-linux"
00:00:03.026476 nspr-5   ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={70401eef-c8e9-466b-9660-45cb3e9979e4} aComponent={ExtPackManagerWrap} aText={No extension pack by the name 'Oracle VM VirtualBox Extension Pack' was found}, preserve=false aResultDetail=0
00:00:03.033297 nspr-6   Finished saving settings file "/home/neutron/.config/VirtualBox/VirtualBox.xml"
00:00:03.057472 nspr-5   ERROR [COM]: aRC=VBOX_E_IPRT_ERROR (0x80bb0005) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={SessionMachine} aText={Saved screenshot data is not available (VERR_NOT_SUPPORTED)}, preserve=false aResultDetail=-37
00:00:03.071671 nspr-5   NetIfAdpCtlOut: VBoxNetAdpCtl: Error while retrieving link speed for wlo1: VBoxNetAdpCtl: ioctl failed: Operation not supported
00:00:03.089044 nspr-2   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is Starting)}, preserve=false aResultDetail=0
00:00:03.232138 nspr-2   ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={ad47ad09-787b-44ab-b343-a082a3f2dfb1} aComponent={MediumWrap} aText={Property 'CRYPT/KeyId' does not exist}, preserve=false aResultDetail=0
00:00:03.245773 nspr-4   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is Running)}, preserve=false aResultDetail=0
00:00:03.428178 nspr-4   Saving settings file "/home/neutron/VirtualBox VMs/install-test-1/install-test-1.vbox" with version "1.19-linux"
00:00:03.441161 nspr-4   Finished saving settings file "/home/neutron/VirtualBox VMs/install-test-1/install-test-1.vbox"
00:00:03.448091 nspr-4   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is Running)}, preserve=false aResultDetail=0
00:00:05.942767 nspr-2   Saving settings file "/home/neutron/.config/VirtualBox/VirtualBox.xml" with version "1.12-linux"
00:00:05.944303 nspr-2   Finished saving settings file "/home/neutron/.config/VirtualBox/VirtualBox.xml"
00:00:13.757029 nspr-8   Saving settings file "/home/neutron/VirtualBox VMs/install-test-1/install-test-1.vbox" with version "1.19-linux"
00:00:13.768037 nspr-8   Finished saving settings file "/home/neutron/VirtualBox VMs/install-test-1/install-test-1.vbox"
00:00:13.772093 nspr-3   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is Running)}, preserve=false aResultDetail=0
00:05:13.735844 nspr-4   Saving settings file "/home/neutron/VirtualBox VMs/install-test-1/install-test-1.vbox" with version "1.19-linux"
00:05:13.737080 nspr-4   Finished saving settings file "/home/neutron/VirtualBox VMs/install-test-1/install-test-1.vbox"
00:05:13.742252 nspr-6   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is Running)}, preserve=false aResultDetail=0
00:05:14.622876 nspr-7   Saving settings file "/home/neutron/VirtualBox VMs/install-test-1/install-test-1.vbox" with version "1.19-linux"
00:05:14.624170 nspr-7   Finished saving settings file "/home/neutron/VirtualBox VMs/install-test-1/install-test-1.vbox"
00:05:14.628005 nspr-7   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is Running)}, preserve=false aResultDetail=0
00:05:18.694428 nspr-3   Saving settings file "/home/neutron/VirtualBox VMs/install-test-1/install-test-1.vbox" with version "1.19-linux"
00:05:18.695842 nspr-3   Finished saving settings file "/home/neutron/VirtualBox VMs/install-test-1/install-test-1.vbox"
00:05:18.699600 nspr-2   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is Running)}, preserve=false aResultDetail=0
00:05:33.735096 nspr-7   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is Stopping)}, preserve=false aResultDetail=0
00:05:33.796476 nspr-5   Saving settings file "/home/neutron/VirtualBox VMs/install-test-1/install-test-1.vbox" with version "1.19-linux"
00:05:33.797895 nspr-5   Finished saving settings file "/home/neutron/VirtualBox VMs/install-test-1/install-test-1.vbox"
00:05:33.806258 nspr-8   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is PoweredOff)}, preserve=false aResultDetail=0
00:05:34.809638 nspr-4   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is PoweredOff)}, preserve=false aResultDetail=0
00:05:59.245623 nspr-6   ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine.}, preserve=false aResultDetail=0
00:05:59.254977 nspr-4   NetIfAdpCtlOut: VBoxNetAdpCtl: Error while retrieving link speed for wlo1: VBoxNetAdpCtl: ioctl failed: Operation not supported
00:05:59.261892 nspr-4   NetIfAdpCtlOut: VBoxNetAdpCtl: Error while retrieving link speed for wlo1: VBoxNetAdpCtl: ioctl failed: Operation not supported
00:05:59.318733 nspr-5   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is PoweredOff)}, preserve=false aResultDetail=0
00:06:19.314277 nspr-4   Saving settings file "/home/neutron/VirtualBox VMs/install-test-gnome-noext/install-test-gnome-noext.vbox" with version "1.19-linux"
00:06:19.325289 nspr-4   Finished saving settings file "/home/neutron/VirtualBox VMs/install-test-gnome-noext/install-test-gnome-noext.vbox"
00:06:19.325413 SaveMediaReg Saving settings file "/home/neutron/VirtualBox VMs/install-test-gnome-noext/install-test-gnome-noext.vbox" with version "1.19-linux"
00:06:19.326562 SaveMediaReg Finished saving settings file "/home/neutron/VirtualBox VMs/install-test-gnome-noext/install-test-gnome-noext.vbox"
00:06:19.326621 nspr-4   Saving settings file "/home/neutron/.config/VirtualBox/VirtualBox.xml" with version "1.12-linux"
00:06:19.327789 nspr-4   Finished saving settings file "/home/neutron/.config/VirtualBox/VirtualBox.xml"
00:06:19.366004 nspr-4   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is PoweredOff)}, preserve=false aResultDetail=0
00:06:20.113027 nspr-8   Saving settings file "/home/neutron/.config/VirtualBox/VirtualBox.xml" with version "1.12-linux"
00:06:20.124768 nspr-8   Finished saving settings file "/home/neutron/.config/VirtualBox/VirtualBox.xml"
00:06:20.130648 nspr-3   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is PoweredOff)}, preserve=false aResultDetail=0
00:06:33.972149 createClone Saving settings file "/home/neutron/VirtualBox VMs/base-arch/base-arch.vbox" with version "1.19-linux"
00:06:33.975281 createClone Finished saving settings file "/home/neutron/VirtualBox VMs/base-arch/base-arch.vbox"
00:06:33.975363 createClone Saving settings file "/home/neutron/.config/VirtualBox/VirtualBox.xml" with version "1.12-linux"
00:06:33.976520 createClone Finished saving settings file "/home/neutron/.config/VirtualBox/VirtualBox.xml"
00:06:33.976737 MachineClone Saving settings file "/home/neutron/VirtualBox VMs/base-arch Clone/base-arch Clone.vbox" with version "1.19-linux"
00:06:33.978042 MachineClone Finished saving settings file "/home/neutron/VirtualBox VMs/base-arch Clone/base-arch Clone.vbox"
00:06:33.979620 nspr-3   ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={7682d5eb-f00e-44f1-8ca2-99d08b1cd607} aComponent={VirtualBoxWrap} aText={Could not find a registered machine with UUID {8fea82a6-12f8-4caa-96fb-2c1fbe28b3b8}}, preserve=false aResultDetail=0
00:06:33.980482 nspr-7   Saving settings file "/home/neutron/.config/VirtualBox/VirtualBox.xml" with version "1.12-linux"
00:06:33.981638 nspr-7   Finished saving settings file "/home/neutron/.config/VirtualBox/VirtualBox.xml"
00:06:33.986731 nspr-8   Saving settings file "/home/neutron/.config/VirtualBox/VirtualBox.xml" with version "1.12-linux"
00:06:33.987925 nspr-8   Finished saving settings file "/home/neutron/.config/VirtualBox/VirtualBox.xml"
00:06:33.999819 nspr-7   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is PoweredOff)}, preserve=false aResultDetail=0
00:06:37.429691 nspr-8   ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine.}, preserve=false aResultDetail=0
00:06:37.439148 nspr-4   NetIfAdpCtlOut: VBoxNetAdpCtl: Error while retrieving link speed for wlo1: VBoxNetAdpCtl: ioctl failed: Operation not supported
00:06:37.445990 nspr-6   NetIfAdpCtlOut: VBoxNetAdpCtl: Error while retrieving link speed for wlo1: VBoxNetAdpCtl: ioctl failed: Operation not supported
00:06:37.526946 nspr-3   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is PoweredOff)}, preserve=false aResultDetail=0
00:06:46.136619 nspr-5   Saving settings file "/home/neutron/VirtualBox VMs/install-test-gnome-pretty/install-test-gnome-pretty.vbox" with version "1.19-linux"
00:06:46.153313 nspr-5   Finished saving settings file "/home/neutron/VirtualBox VMs/install-test-gnome-pretty/install-test-gnome-pretty.vbox"
00:06:46.153445 SaveMediaReg Saving settings file "/home/neutron/VirtualBox VMs/install-test-gnome-pretty/install-test-gnome-pretty.vbox" with version "1.19-linux"
00:06:46.154612 SaveMediaReg Finished saving settings file "/home/neutron/VirtualBox VMs/install-test-gnome-pretty/install-test-gnome-pretty.vbox"
00:06:46.154670 nspr-5   Saving settings file "/home/neutron/.config/VirtualBox/VirtualBox.xml" with version "1.12-linux"
00:06:46.155831 nspr-5   Finished saving settings file "/home/neutron/.config/VirtualBox/VirtualBox.xml"
00:06:46.194044 nspr-2   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is PoweredOff)}, preserve=false aResultDetail=0
00:06:48.091225 nspr-6   Launched VM: 2684368464 pid: 6008 (0x1778) frontend: GUI/Qt name: install-test-gnome-pretty
00:06:48.099915 nspr-7   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is PoweredOff)}, preserve=false aResultDetail=0
00:06:48.168377 nspr-4   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is PoweredOff)}, preserve=false aResultDetail=0
00:06:48.442359 nspr-3   ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={70401eef-c8e9-466b-9660-45cb3e9979e4} aComponent={ExtPackManagerWrap} aText={No extension pack by the name 'Oracle VM VirtualBox Extension Pack' was found}, preserve=false aResultDetail=0
00:06:48.470211 nspr-4   ERROR [COM]: aRC=VBOX_E_IPRT_ERROR (0x80bb0005) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={SessionMachine} aText={Saved screenshot data is not available (VERR_NOT_SUPPORTED)}, preserve=false aResultDetail=-37
00:06:48.483751 nspr-4   NetIfAdpCtlOut: VBoxNetAdpCtl: Error while retrieving link speed for wlo1: VBoxNetAdpCtl: ioctl failed: Operation not supported
00:06:48.518513 nspr-5   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is Starting)}, preserve=false aResultDetail=0
00:06:48.655960 nspr-5   ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={ad47ad09-787b-44ab-b343-a082a3f2dfb1} aComponent={MediumWrap} aText={Property 'CRYPT/KeyId' does not exist}, preserve=false aResultDetail=0
00:06:48.670505 nspr-7   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is Running)}, preserve=false aResultDetail=0
00:06:48.793155 nspr-7   Saving settings file "/home/neutron/VirtualBox VMs/install-test-gnome-pretty/install-test-gnome-pretty.vbox" with version "1.19-linux"
00:06:48.802136 nspr-7   Finished saving settings file "/home/neutron/VirtualBox VMs/install-test-gnome-pretty/install-test-gnome-pretty.vbox"
00:06:48.806299 nspr-2   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is Running)}, preserve=false aResultDetail=0
00:06:53.720317 nspr-2   Saving settings file "/home/neutron/VirtualBox VMs/install-test-gnome-pretty/install-test-gnome-pretty.vbox" with version "1.19-linux"
00:06:53.728099 nspr-2   Finished saving settings file "/home/neutron/VirtualBox VMs/install-test-gnome-pretty/install-test-gnome-pretty.vbox"
00:06:53.732332 nspr-5   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is Running)}, preserve=false aResultDetail=0
00:12:04.406938 nspr-4   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is Paused)}, preserve=false aResultDetail=0
00:12:06.506191 nspr-7   Saving settings file "/home/neutron/VirtualBox VMs/install-test-gnome-pretty/install-test-gnome-pretty.vbox" with version "1.19-linux"
00:12:06.517235 nspr-7   Finished saving settings file "/home/neutron/VirtualBox VMs/install-test-gnome-pretty/install-test-gnome-pretty.vbox"
00:12:06.536954 nspr-8   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is Running)}, preserve=false aResultDetail=0
00:12:20.298843 nspr-6   Saving settings file "/home/neutron/VirtualBox VMs/install-test-gnome-pretty/install-test-gnome-pretty.vbox" with version "1.19-linux"
00:12:20.310060 nspr-6   Finished saving settings file "/home/neutron/VirtualBox VMs/install-test-gnome-pretty/install-test-gnome-pretty.vbox"
00:12:20.313959 nspr-2   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is Running)}, preserve=false aResultDetail=0
00:12:20.321212 nspr-3   Saving settings file "/home/neutron/.config/VirtualBox/VirtualBox.xml" with version "1.12-linux"
00:12:20.322407 nspr-3   Finished saving settings file "/home/neutron/.config/VirtualBox/VirtualBox.xml"
00:12:34.751568 nspr-3   Saving settings file "/home/neutron/VirtualBox VMs/install-test-gnome-pretty/install-test-gnome-pretty.vbox" with version "1.19-linux"
00:12:34.762553 nspr-3   Finished saving settings file "/home/neutron/VirtualBox VMs/install-test-gnome-pretty/install-test-gnome-pretty.vbox"
00:12:34.766452 nspr-3   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is Running)}, preserve=false aResultDetail=0
00:12:41.229482 nspr-3   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is Paused)}, preserve=false aResultDetail=0
00:12:42.936166 nspr-4   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is Running)}, preserve=false aResultDetail=0
00:12:45.575287 nspr-5   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is Paused)}, preserve=false aResultDetail=0
00:12:47.018334 nspr-2   Saving settings file "/home/neutron/VirtualBox VMs/install-test-gnome-pretty/install-test-gnome-pretty.vbox" with version "1.19-linux"
00:12:47.029348 nspr-2   Finished saving settings file "/home/neutron/VirtualBox VMs/install-test-gnome-pretty/install-test-gnome-pretty.vbox"
00:12:47.038277 nspr-4   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is Stopping)}, preserve=false aResultDetail=0
00:12:47.118773 nspr-4   Saving settings file "/home/neutron/VirtualBox VMs/install-test-gnome-pretty/install-test-gnome-pretty.vbox" with version "1.19-linux"
00:12:47.120026 nspr-4   Finished saving settings file "/home/neutron/VirtualBox VMs/install-test-gnome-pretty/install-test-gnome-pretty.vbox"
00:12:47.125120 nspr-4   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is PoweredOff)}, preserve=false aResultDetail=0
00:12:48.129846 nspr-8   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is PoweredOff)}, preserve=false aResultDetail=0
00:12:51.014198 nspr-6   Launched VM: 1900398416 pid: 9542 (0x2546) frontend: GUI/Qt name: install-test-gnome-pretty
00:12:51.024188 nspr-4   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is PoweredOff)}, preserve=false aResultDetail=0
00:12:51.089240 nspr-8   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is PoweredOff)}, preserve=false aResultDetail=0
00:12:51.362712 nspr-6   ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={70401eef-c8e9-466b-9660-45cb3e9979e4} aComponent={ExtPackManagerWrap} aText={No extension pack by the name 'Oracle VM VirtualBox Extension Pack' was found}, preserve=false aResultDetail=0
00:12:51.390144 nspr-8   ERROR [COM]: aRC=VBOX_E_IPRT_ERROR (0x80bb0005) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={SessionMachine} aText={Saved screenshot data is not available (VERR_NOT_SUPPORTED)}, preserve=false aResultDetail=-37
00:12:51.403392 nspr-8   NetIfAdpCtlOut: VBoxNetAdpCtl: Error while retrieving link speed for wlo1: VBoxNetAdpCtl: ioctl failed: Operation not supported
00:12:51.431322 nspr-5   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is Starting)}, preserve=false aResultDetail=0
00:12:51.562542 nspr-2   ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={ad47ad09-787b-44ab-b343-a082a3f2dfb1} aComponent={MediumWrap} aText={Property 'CRYPT/KeyId' does not exist}, preserve=false aResultDetail=0
00:12:51.578249 nspr-7   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is Running)}, preserve=false aResultDetail=0
00:12:51.711485 nspr-8   Saving settings file "/home/neutron/VirtualBox VMs/install-test-gnome-pretty/install-test-gnome-pretty.vbox" with version "1.19-linux"
00:12:51.722412 nspr-8   Finished saving settings file "/home/neutron/VirtualBox VMs/install-test-gnome-pretty/install-test-gnome-pretty.vbox"
00:12:51.726852 nspr-4   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is Running)}, preserve=false aResultDetail=0
00:12:58.600437 nspr-7   Saving settings file "/home/neutron/VirtualBox VMs/install-test-gnome-pretty/install-test-gnome-pretty.vbox" with version "1.19-linux"
00:12:58.611309 nspr-7   Finished saving settings file "/home/neutron/VirtualBox VMs/install-test-gnome-pretty/install-test-gnome-pretty.vbox"
00:12:58.615218 nspr-5   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is Running)}, preserve=false aResultDetail=0
00:21:48.617684 nspr-3   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is Paused)}, preserve=false aResultDetail=0
00:21:50.220709 nspr-2   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is Stopping)}, preserve=false aResultDetail=0
00:21:50.272452 nspr-2   Saving settings file "/home/neutron/VirtualBox VMs/install-test-gnome-pretty/install-test-gnome-pretty.vbox" with version "1.19-linux"
00:21:50.283511 nspr-2   Finished saving settings file "/home/neutron/VirtualBox VMs/install-test-gnome-pretty/install-test-gnome-pretty.vbox"
00:21:50.288689 nspr-9   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is PoweredOff)}, preserve=false aResultDetail=0
00:21:51.783912 nspr-9   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The machine is not mutable (state is PoweredOff)}, preserve=false aResultDetail=0
